leftTime,leftX,leftY,leftZ,rightTime,rightX,rightY,rightZ
0,0.018646240234375,0.0482940673828125,-0.997467041015625,295,0.3713226318359375,0.0194854736328125,-0.918609619140625
100,0.018951416015625,0.0484161376953125,-0.9972076416015625,396,0.369110107421875,0.0194244384765625,-0.9174041748046875
211,0.0181427001953125,0.04803466796875,-0.9971771240234375,498,0.36932373046875,0.0198516845703125,-0.917510986328125
312,0.0196075439453125,0.0488739013671875,-0.9966278076171875,601,0.3700103759765625,0.0206756591796875,-0.918243408203125
411,0.0181121826171875,0.048736572265625,-0.996978759765625,701,0.368743896484375,0.019287109375,-0.918212890625
512,0.0180206298828125,0.0488433837890625,-0.9966888427734375,806,0.37042236328125,0.0189666748046875,-0.918853759765625
612,0.0184173583984375,0.0486602783203125,-0.997314453125,901,0.3704681396484375,0.0191802978515625,-0.9185333251953125
712,0.0189056396484375,0.0490264892578125,-0.9980010986328125,998,0.3689727783203125,0.0191650390625,-0.9185333251953125
808,0.018646240234375,0.0483856201171875,-0.9972686767578125,1098,0.370147705078125,0.0201568603515625,-0.9186248779296875
910,0.01885986328125,0.04888916015625,-0.9968414306640625,1202,0.3700714111328125,0.0204620361328125,-0.91937255859375
1010,0.018218994140625,0.048492431640625,-0.9971160888671875,1302,0.370025634765625,0.0199737548828125,-0.917205810546875
1111,0.0186767578125,0.0489044189453125,-0.9974212646484375,1402,0.3699798583984375,0.020263671875,-0.9185943603515625
1200,0.019012451171875,0.0482025146484375,-0.9972991943359375,1502,0.37091064453125,0.0204010009765625,-0.9192047119140625
1310,0.0180816650390625,0.0486602783203125,-0.9972686767578125,1602,0.36968994140625,0.020263671875,-0.9184417724609375
1411,0.0189666748046875,0.048431396484375,-0.9979248046875,1702,0.3696136474609375,0.019195556640625,-0.918487548828125
1501,0.0183563232421875,0.04827880859375,-0.9969940185546875,1800,0.370269775390625,0.020477294921875,-0.9180908203125
1612,0.0185546875,0.048583984375,-0.9968109130859375,1899,0.370574951171875,0.0194244384765625,-0.918182373046875
1701,0.0193634033203125,0.0490570068359375,-0.9962158203125,2003,0.36962890625,0.01922607421875,-0.9192657470703125
1812,0.0186920166015625,0.0484161376953125,-0.997283935546875,2100,0.370208740234375,0.020172119140625,-0.918060302734375
1900,0.018707275390625,0.048675537109375,-0.996917724609375,2204,0.3719635009765625,0.01934814453125,-0.9186859130859375
2001,0.0184173583984375,0.04852294921875,-0.9972381591796875,2300,0.37005615234375,0.020355224609375,-0.9188385009765625
2100,0.0189208984375,0.0489501953125,-0.9963531494140625,2400,0.370025634765625,0.018890380859375,-0.918304443359375
2205,0.018585205078125,0.0488433837890625,-0.9966583251953125,2500,0.3709869384765625,0.0187530517578125,-0.91839599609375
2298,0.018798828125,0.0486602783203125,-0.9964447021484375,2601,0.3700408935546875,0.019805908203125,-0.9184722900390625
2407,0.0183868408203125,0.049041748046875,-0.997222900390625,2700,0.370147705078125,0.0188140869140625,-0.9182891845703125
2498,0.0192718505859375,0.04833984375,-0.99676513671875,2801,0.3696441650390625,0.0193634033203125,-0.919403076171875
2597,0.018463134765625,0.0479736328125,-0.996734619140625,2901,0.371429443359375,0.0181121826171875,-0.9183807373046875
2708,0.0190277099609375,0.0484161376953125,-0.9974517822265625,3001,0.3692626953125,0.02032470703125,-0.918243408203125
2797,0.0186309814453125,0.049224853515625,-0.998260498046875,3101,0.3697357177734375,0.019866943359375,-0.9181060791015625
2897,0.0181121826171875,0.048614501953125,-0.9962005615234375,3201,0.36895751953125,0.019866943359375,-0.9179229736328125
2999,0.01861572265625,0.0485992431640625,-0.996612548828125,3300,0.370697021484375,0.019287109375,-0.918212890625
3105,0.018890380859375,0.0483856201171875,-0.9972381591796875,3400,0.369903564453125,0.019927978515625,-0.918487548828125
3196,0.018707275390625,0.0486907958984375,-0.997467041015625,3500,0.4257965087890625,0.0805816650390625,-0.8934783935546875
3298,0.0185699462890625,0.0488433837890625,-0.9971771240234375,3513,0.3126068115234375,0.00848388671875,-0.9227294921875
3398,0.01910400390625,0.04888916015625,-0.9971771240234375,3609,0.36334228515625,0.000762939453125,-0.924224853515625
3498,0.0334625244140625,0.050079345703125,-1.0010986328125,3711,0.3052215576171875,-0.006561279296875,-0.8905181884765625
3595,0.02215576171875,0.0458831787109375,-0.999176025390625,3811,0.3543701171875,-0.003173828125,-0.902801513671875
3695,0.012725830078125,0.0441741943359375,-0.992279052734375,3912,0.343414306640625,0.0082855224609375,-0.88214111328125
3794,0.019775390625,0.04583740234375,-1.0043182373046875,4013,0.2639007568359375,0.09454345703125,-1.068267822265625
3894,0.0054779052734375,0.0267333984375,-0.99700927734375,4113,0.5919189453125,0.0576324462890625,-0.991363525390625
3994,0.05450439453125,0.1683807373046875,-0.99676513671875,4214,0.31781005859375,0.1115570068359375,-0.7416839599609375
4093,-0.0078125,0.169830322265625,-1.0506439208984375,4315,0.2659149169921875,-0.3098907470703125,-0.4326171875
4193,-0.1490020751953125,0.2917633056640625,-1.0205078125,4415,0.246368408203125,0.079193115234375,-0.973846435546875
4293,-0.5222015380859375,0.14312744140625,-0.7013702392578125,4516,0.0613250732421875,-0.0237274169921875,-0.8740997314453125
4392,-0.644744873046875,-0.0438232421875,-0.228485107421875,4618,0.219970703125,-0.0164947509765625,-1.28228759765625
4492,-0.8227386474609375,-0.166351318359375,-0.5886688232421875,4719,0.383148193359375,-0.0332183837890625,-1.2927093505859375
4592,-1.0055084228515625,-0.3514862060546875,-0.1026611328125,4818,0.4120025634765625,-0.0046234130859375,-0.95550537109375
4690,-0.76251220703125,-0.212371826171875,-1.117034912109375,4920,0.4971923828125,-0.0254669189453125,-0.7179107666015625
4791,-0.4778594970703125,-0.205108642578125,-0.5247039794921875,5020,0.559051513671875,-0.0362701416015625,-0.4545745849609375
4891,-0.1380767822265625,-0.3146514892578125,-0.8167877197265625,5121,0.6425323486328125,-0.062286376953125,-0.3762054443359375
4990,0.1612091064453125,-0.1473541259765625,-0.7077484130859375,5222,0.7502593994140625,-0.121002197265625,-0.3597412109375
5088,0.61395263671875,-0.1871795654296875,-0.5833740234375,5322,0.8068695068359375,-0.1751251220703125,-0.3607177734375
5188,0.763763427734375,-0.336212158203125,-0.454864501953125,5422,0.883941650390625,-0.0723876953125,-0.4062652587890625
5288,0.8387451171875,-0.18499755859375,-0.303314208984375,5523,0.8495025634765625,-0.03106689453125,-0.4964752197265625
5388,1.067626953125,-0.0726165771484375,-0.2575225830078125,5625,0.8892364501953125,-0.0121612548828125,-0.4785308837890625
5487,1.1589202880859375,-0.100433349609375,-0.292144775390625,5725,0.7958831787109375,0.223052978515625,-0.5099029541015625
5587,1.034423828125,-0.0275115966796875,-0.0124664306640625,5825,0.742431640625,0.4174041748046875,-0.3662109375
5687,0.9357757568359375,-0.036224365234375,-0.171234130859375,5926,0.920562744140625,0.3358612060546875,-0.559356689453125
5786,0.9864044189453125,-0.1153106689453125,-0.2186126708984375,6027,1.007293701171875,0.3368988037109375,-0.590301513671875
5886,0.9659271240234375,-0.096405029296875,-0.23193359375,6128,0.909637451171875,0.311248779296875,-0.8686676025390625
5986,1.0224761962890625,-0.112274169921875,-0.233001708984375,6229,1.2553558349609375,0.2553558349609375,-0.0721588134765625
6085,1.072357177734375,0.162567138671875,-0.3344268798828125,6329,0.869354248046875,0.1273956298828125,-0.326690673828125
6184,1.0992584228515625,0.28125,-0.332000732421875,6430,0.83465576171875,0.25823974609375,-0.2112579345703125
6285,0.774993896484375,0.125701904296875,-0.2339019775390625,6531,0.8399658203125,0.19720458984375,-0.3513031005859375
6384,0.924346923828125,0.4348297119140625,-0.2372283935546875,6631,0.9025726318359375,0.1614227294921875,-0.4685211181640625
6484,0.82891845703125,0.2910614013671875,-0.2767181396484375,6733,1.044097900390625,0.34124755859375,-0.50079345703125
6584,0.7795562744140625,0.242095947265625,-0.2035369873046875,6833,0.971466064453125,0.327667236328125,-0.5454864501953125
6683,1.0499420166015625,0.3411102294921875,-0.277252197265625,6934,0.660797119140625,0.3876495361328125,-0.324920654296875
6782,1.227874755859375,0.4337921142578125,-0.3147735595703125,7034,0.679290771484375,0.548583984375,-0.31317138671875
6882,0.8467559814453125,-0.08074951171875,-0.356170654296875,7135,0.639312744140625,0.45074462890625,-0.2761993408203125
6982,0.916839599609375,0.14715576171875,-0.328704833984375,7236,0.778656005859375,0.4374847412109375,-0.437347412109375
7081,0.9655303955078125,0.16705322265625,-0.3348388671875,7337,1.1541595458984375,0.6578369140625,-0.6446380615234375
7181,0.872039794921875,0.15313720703125,-0.25750732421875,7437,1.0876922607421875,0.2324066162109375,-0.3842620849609375
7281,0.9961395263671875,0.2860107421875,-0.2914581298828125,7538,0.6232147216796875,0.2001190185546875,-0.322052001953125
7380,1.2804107666015625,0.6129608154296875,-0.399810791015625,7639,0.9257965087890625,0.378814697265625,-0.42559814453125
7480,0.712249755859375,0.0847015380859375,-0.298004150390625,7740,0.8398284912109375,0.2539215087890625,-0.33172607421875
7580,0.7978515625,0.5070037841796875,-0.2512359619140625,7840,0.7644805908203125,0.2916412353515625,-0.302581787109375
7680,0.75921630859375,0.40771484375,-0.267242431640625,7941,0.9412841796875,0.593658447265625,-0.475830078125
7779,0.70025634765625,0.30108642578125,-0.24285888671875,8042,1.0513763427734375,0.4500579833984375,-0.4570465087890625
7879,0.891845703125,0.4402008056640625,-0.243865966796875,8142,0.6406707763671875,0.4452362060546875,-0.3737640380859375
7979,1.3107757568359375,0.7280731201171875,-0.3781890869140625,8244,0.7543487548828125,0.611114501953125,-0.2797698974609375
8078,0.93572998046875,0.075439453125,-0.3988037109375,8344,0.6262054443359375,0.5002899169921875,-0.2531585693359375
8178,0.8548736572265625,0.3187103271484375,-0.192840576171875,8445,0.6252593994140625,0.415863037109375,-0.3002777099609375
8278,0.922821044921875,0.260772705078125,-0.378662109375,8545,0.974090576171875,0.513946533203125,-0.4023284912109375
8377,0.8216094970703125,0.275482177734375,-0.3030242919921875,8646,1.09307861328125,0.5218048095703125,-0.571197509765625
8477,0.854736328125,0.296875,-0.2823486328125,8747,0.705474853515625,0.1726226806640625,-0.3241424560546875
8577,1.1407470703125,0.566864013671875,-0.2908935546875,8848,0.8335113525390625,0.335845947265625,-0.52691650390625
8676,1.0582427978515625,0.413238525390625,-0.3887176513671875,8948,1.0059051513671875,0.4026947021484375,-0.324737548828125
8776,0.748992919921875,0.3337249755859375,-0.27459716796875,9049,0.8588104248046875,0.2844390869140625,-0.3834991455078125
8876,0.8702392578125,0.5157318115234375,-0.279327392578125,9150,0.84234619140625,0.3187713623046875,-0.2875823974609375
8975,0.7747650146484375,0.524505615234375,-0.2841949462890625,9251,0.96905517578125,0.5708465576171875,-0.3045806884765625
9075,0.64581298828125,0.4326629638671875,-0.2243194580078125,9351,0.946502685546875,0.42120361328125,-0.2559661865234375
9175,0.8308258056640625,0.4513397216796875,-0.3251800537109375,9452,0.8097991943359375,0.4269561767578125,-0.1591033935546875
9275,1.0911102294921875,0.633392333984375,-0.4644012451171875,9553,0.95428466796875,0.464599609375,-0.1727447509765625
9374,0.900909423828125,0.2814483642578125,-0.474212646484375,9654,0.940399169921875,0.4331817626953125,-0.19189453125
9474,0.8364410400390625,0.415985107421875,-0.3555755615234375,9755,0.8985443115234375,0.4138946533203125,-0.2750396728515625
9574,0.8909912109375,0.4756011962890625,-0.3908843994140625,9855,0.8942718505859375,0.445404052734375,-0.337158203125
9673,0.851409912109375,0.4352264404296875,-0.3961639404296875,9956,0.8401336669921875,0.47119140625,-0.381072998046875
9773,0.7850189208984375,0.2916259765625,-0.3065643310546875,10057,0.6492156982421875,0.358367919921875,-0.389678955078125
9873,0.871429443359375,0.22784423828125,-0.331878662109375,10157,0.788848876953125,0.33355712890625,-0.6091461181640625
9972,1.130859375,0.15576171875,-0.3862762451171875,10258,0.91015625,0.4805755615234375,-0.36712646484375
10072,1.014068603515625,0.00653076171875,-0.277099609375,10359,0.79876708984375,0.2752838134765625,-0.3607330322265625
10172,1.071044921875,0.1625823974609375,-0.297943115234375,10460,0.7338714599609375,0.3043212890625,-0.4494171142578125
10271,1.105316162109375,0.32427978515625,-0.348541259765625,10560,0.8125457763671875,0.3468170166015625,-0.3906402587890625
10371,0.8776397705078125,0.1990203857421875,-0.33062744140625,10661,0.81866455078125,0.2989501953125,-0.398590087890625
10471,0.780670166015625,0.2633819580078125,-0.2874603271484375,10762,0.9851226806640625,0.477020263671875,-0.5291900634765625
10571,0.77435302734375,0.322662353515625,-0.2906494140625,10862,0.9632415771484375,0.3703460693359375,-0.415740966796875
10670,0.7867889404296875,0.291534423828125,-0.3113555908203125,10963,0.8032379150390625,0.454986572265625,-0.518310546875
10770,1.071807861328125,0.537445068359375,-0.422637939453125,11065,0.8685150146484375,0.5387420654296875,-0.3861541748046875
10870,0.912506103515625,0.2856292724609375,-0.3707427978515625,11165,0.7699432373046875,0.426055908203125,-0.340484619140625
10970,0.8873748779296875,0.3189697265625,-0.257049560546875,11265,0.6648712158203125,0.443603515625,-0.3005218505859375
11069,0.9052276611328125,0.3866729736328125,-0.3374786376953125,11366,0.719970703125,0.5274810791015625,-0.4237823486328125
11169,0.829620361328125,0.246673583984375,-0.325653076171875,11467,0.8757476806640625,0.699951171875,-0.5370025634765625
11268,0.8377685546875,0.23516845703125,-0.31170654296875,11568,0.746795654296875,0.2604522705078125,-0.4357757568359375
11368,1.04559326171875,0.3499603271484375,-0.3533782958984375,11668,0.7893829345703125,0.4254913330078125,-0.5515289306640625
